City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
82,boca do acre,-8.7522,-67.3978,31.27,66,100,1.23,BR,1710270256
83,lazaro cardenas,17.9583,-102.2,30.08,43,12,5.42,MX,1710270126
84,cambria,35.5641,-121.0808,18.45,73,31,2.46,US,1710270477
85,taroa,8.7058,171.2275,26.79,86,100,11.37,MH,1710270477
86,port douglas,-16.4833,145.4667,24.56,82,100,2.48,AU,1710270341
87,port alfred,-33.5906,26.891,21.77,93,98,1.34,ZA,1710270279
88,susuman,62.7833,148.1667,-30.01,100,99,0.45,RU,1710270243
89,chonchi,-42.6128,-73.8092,15.62,55,42,4.05,CL,1710270333
90,puerto ayora,-0.7393,-90.3518,30.98,86,72,3.58,EC,1710270254
91,ed damer,17.5928,33.9592,33.03,10,11,4.01,SD,1710270478
92,vigan,17.5747,120.3869,23.94,72,100,3.42,PH,1710270478
93,sisimiut,66.9395,-53.6735,-9.56,89,100,2.2,GL,1710270316
94,ushuaia,-54.8,-68.3,11.79,58,75,2.57,AR,1710270125
95,fale old settlement,-9.3852,-171.2468,29.55,71,100,5.79,TK,1710270254
96,puerto aysen,-45.4,-72.7,10.91,96,100,2.6,CL,1710270311
97,la sierpe,2.8518,-77.6155,29.39,78,78,2.54,CO,1710270479
98,port shepstone,-30.7414,30.455,25.97,88,100,10.22,ZA,1710270479
99,rouissat,31.9243,5.3502,18.05,20,0,2.82,DZ,1710270479
100,owen sound,44.5672,-80.9435,10.69,53,100,3.07,CA,1710270479
101,oroqen zizhiqi,50.5667,123.7167,-9.57,97,99,1.31,CN,1710270479
102,grants,35.1473,-107.8514,14.13,21,0,4.63,US,1710270479
103,saint-joseph,-21.3667,55.6167,25.21,80,18,5.9,RE,1710270479
104,holualoa,19.6228,-155.9522,23.82,79,40,3.6,US,1710270480
105,honiara,-9.4333,159.95,25.57,94,100,0.51,SB,1710270296
106,nuriootpa,-34.4833,139.0,25.92,56,100,5.78,AU,1710270480
107,fort st. john,56.2499,-120.8529,-4.06,80,75,4.12,CA,1710270313
108,la passe,45.5549,-0.8967,12.23,95,100,2.84,FR,1710270360
109,minas de marcona,-15.2119,-75.1103,22.85,63,24,7.21,PE,1710270480
110,rio grande,-32.035,-52.0986,29.06,67,95,6.54,BR,1710270264
111,tisul',55.7611,88.3122,-8.49,97,100,1.19,RU,1710270480
112,prince george,53.9166,-122.753,6.81,61,100,7.72,CA,1710270100
113,marabba,12.35,32.1833,34.64,8,100,3.76,SD,1710270480
114,merizo village,13.2658,144.6691,26.85,88,99,6.25,GU,1710270342
115,ola,59.5833,151.2833,-11.29,81,100,2.7,RU,1710270481
116,okhotsk,59.3833,143.3,-21.69,87,42,4.01,RU,1710270256
117,palikir - national government center,6.9248,158.1611,27.41,83,100,4.12,FM,1710270481
118,laojunmiao,39.8333,97.7333,0.85,35,0,3.03,CN,1710270481
119,cabedelo,-6.9811,-34.8339,30.37,71,100,3.6,BR,1710270481
120,pimentel,-6.8367,-79.9342,29.16,58,0,5.66,PE,1710270481
121,recani,31.2846,-4.2688,20.58,21,100,3.83,MA,1710270481
122,uliastay,47.7417,96.8444,-11.35,66,100,3.46,MN,1710270482
123,yeed,4.55,43.0333,32.72,24,8,4.99,SO,1710270354
124,beyneu,45.3167,55.2,-2.34,63,0,3.99,KZ,1710270482
125,hilo,19.7297,-155.09,24.79,89,77,2.68,US,1710270222
126,senador pompeu,-5.5881,-39.3717,30.33,64,69,2.21,BR,1710270482
127,callao,-12.0667,-77.15,26.16,61,0,3.6,PE,1710270483
128,jamestown,42.097,-79.2353,16.12,49,0,4.12,US,1710270249
129,colonia,50.9333,6.95,9.42,83,75,3.6,DE,1710270157
130,berezovo,63.9381,65.0419,-20.14,98,52,4.09,RU,1710270483
131,la'ie,21.6477,-157.9253,25.81,76,87,4.47,US,1710270239
132,burang,30.25,81.1667,-16.53,89,47,2.0,CN,1710270318
133,umm qasr,30.0405,47.9168,18.93,21,0,4.4,IQ,1710270483
134,venadillo,4.7193,-74.9292,37.49,34,15,3.55,CO,1710270484
135,new norfolk,-42.7826,147.0587,11.72,83,78,0.65,AU,1710270256
136,el salto,20.3333,-104.5,29.53,12,44,1.85,MX,1710270484
137,tahe,52.3333,124.7333,-7.94,97,100,0.53,CN,1710270339
138,roma,43.2128,-75.4557,12.83,39,0,5.66,US,1710270298
139,suda,59.1525,37.5582,-2.18,88,100,1.73,RU,1710270484
140,talnakh,69.4865,88.3972,-23.22,98,100,6.52,RU,1710270279
141,shasta lake,40.6804,-122.3708,11.4,87,99,1.83,US,1710270484
142,barah,13.7,30.3667,30.49,11,26,4.28,SD,1710270485
143,colares,38.7992,-9.4469,18.55,71,0,3.13,PT,1710270485
144,arteche,12.2645,125.4048,25.96,68,100,3.7,PH,1710270296
145,markovo,57.3206,107.0881,-7.2,91,99,4.78,RU,1710270267
146,monrovia,6.3005,-10.7969,26.83,85,71,2.95,LR,1710270485
147,anadyr,64.75,177.4833,-23.72,77,40,3.0,RU,1710270272
148,mejit,10.2753,170.8646,26.28,84,100,11.83,MH,1710270268
149,kodiak,57.79,-152.4072,-3.27,59,100,3.6,US,1710270275
150,nar'yan-mar,67.6713,53.087,-2.16,95,100,10.28,RU,1710270298
151,xai-xai,-25.0519,33.6442,24.9,93,100,10.1,MZ,1710270486
152,sosnogorsk,63.6023,53.8817,-11.37,95,92,3.58,RU,1710270486
153,ormara,25.2088,64.6357,23.01,74,30,5.74,PK,1710270486
154,broome,42.2506,-75.833,15.3,55,0,5.14,US,1710270272
155,lisala,2.15,21.5167,26.93,55,62,0.83,CD,1710270486
156,mandera,3.9366,41.867,35.82,23,82,1.74,KE,1710270486
157,atafu village,-8.5421,-172.5159,29.55,74,86,5.01,TK,1710270278
158,hamilton,39.1834,-84.5333,20.69,32,0,5.66,US,1710270264
159,aral,40.5156,81.2636,9.19,25,0,3.34,CN,1710270487
160,port-vila,-17.7338,168.3219,26.78,89,100,3.09,VU,1710270487
161,vorgashor,67.5833,63.95,-12.98,94,100,11.73,RU,1710270273
162,natal,-5.795,-35.2094,32.36,66,20,5.14,BR,1710270266
163,bathsheba,13.2167,-59.5167,28.17,65,6,6.53,BB,1710270487
164,arraial do cabo,-22.9661,-42.0278,28.98,65,0,6.17,BR,1710270208
165,utrik,11.2278,169.8474,26.71,73,100,11.0,MH,1710270292
166,beipiao,41.7919,120.7792,2.58,34,99,1.78,CN,1710270341
167,island harbour,50.724,-1.2758,13.04,94,100,4.02,GB,1710270488
168,vadso,70.0744,29.7487,-5.51,73,75,5.66,NO,1710270488
169,port saint john's,-31.6229,29.5448,25.22,80,100,6.44,ZA,1710270301
170,darwin,-12.4611,130.8418,25.03,93,75,0.0,AU,1710270152
171,thompson,55.7435,-97.8558,-1.16,91,100,3.77,CA,1710270105
172,sinjai,-5.1241,120.253,24.68,91,100,2.29,ID,1710270488
173,hotan,37.0997,79.9269,8.6,30,0,3.96,CN,1710270297
174,tidjikja,18.5564,-11.4271,28.97,10,100,4.94,MR,1710270489
175,isiro,2.7739,27.616,26.14,55,100,1.51,CD,1710270489
176,nurota,40.5614,65.6886,3.2,82,7,1.3,UZ,1710270489
177,pathein,16.7833,94.7333,19.45,80,1,3.04,MM,1710270489
178,conception bay south,47.4999,-52.9981,2.63,99,100,1.2,CA,1710270489
179,sitangkai,4.6628,119.3928,26.84,78,57,4.88,PH,1710270490
180,amlagora,22.8333,87.3333,24.25,86,0,2.01,IN,1710270490
181,morehead city,34.7229,-76.726,22.82,56,0,5.66,US,1710270040
182,zhenlai,45.8495,123.2973,-1.12,58,3,5.85,CN,1710270490
183,dailekh,28.8333,81.6667,14.43,41,0,2.66,NP,1710270490
184,port augusta,-32.5,137.7667,24.88,56,100,2.95,AU,1710270352
185,tostado,-29.232,-61.7692,39.22,38,0,5.86,AR,1710270490
186,ancud,-41.8697,-73.8203,14.42,75,94,5.26,CL,1710270056
187,wajir,1.7471,40.0573,33.33,29,5,4.12,KE,1710270491
188,auki,-8.7676,160.7034,24.9,92,100,1.54,SB,1710270491
189,sakakah,29.9697,40.2064,17.76,24,0,5.2,SA,1710270491
190,tromso,69.6496,18.957,-0.99,80,75,6.17,NO,1710270491
191,rikaze,29.25,88.8833,1.92,43,0,1.57,CN,1710270491
192,totness,5.8833,-56.3167,29.75,68,89,5.81,SR,1710270359
193,georgetown,5.4112,100.3354,27.96,77,20,1.54,MY,1710269825
194,sturgis,41.7992,-85.4192,19.71,34,0,7.2,US,1710270491
195,petrozavodsk,61.7849,34.3469,-1.3,90,100,4.0,RU,1710270492
196,sibu,2.3,111.8167,25.17,94,40,0.0,MY,1710270269
197,terekli-mekteb,44.1671,45.8698,1.08,70,3,4.45,RU,1710270492
198,beira,-19.8436,34.8389,26.21,80,75,2.4,MZ,1710270492
199,springbok,-29.6643,17.8865,21.37,39,99,2.79,ZA,1710270492
200,mount gambier,-37.8333,140.7667,14.26,87,100,3.26,AU,1710270270
201,mugia,43.1041,-9.2179,13.28,85,8,3.72,ES,1710270492
202,sao vicente,-23.9631,-46.3919,27.1,63,100,2.68,BR,1710270146
203,nishinoomote,30.7333,131.0,13.32,65,3,12.64,JP,1710270493
204,aykhal,66.0,111.5,-30.8,100,78,0.28,RU,1710270297
205,leh,34.1667,77.5833,-13.59,84,100,1.6,IN,1710270359
206,gorontalo,0.5412,123.0595,23.84,92,100,1.86,ID,1710270493
207,izumo,35.3667,132.7667,4.99,67,65,5.37,JP,1710270493
208,heze,35.2431,115.4411,8.12,42,100,3.55,CN,1710270493
209,beaufort west,-32.3567,22.583,24.93,36,33,4.7,ZA,1710270493
210,olinda,-8.0089,-34.8553,30.85,74,40,3.6,BR,1710270025
211,ungsang-nodongjagu,42.3578,130.4622,-0.01,63,8,2.2,KP,1710270494
212,hawaiian paradise park,19.5933,-154.9731,23.83,97,89,4.73,US,1710270245
213,kristiansund,63.1115,7.732,3.36,65,0,2.57,NO,1710270367
214,vila franca do campo,37.7167,-25.4333,18.27,99,19,4.68,PT,1710270316
215,santa rosa,14.3122,121.1114,27.28,85,100,3.1,PH,1710270203
216,cabo san lucas,22.8909,-109.9124,28.67,55,40,2.57,MX,1710270261
217,constantia,44.1833,28.65,8.38,94,100,5.8,RO,1710270293
218,murzuq,25.9155,13.9184,23.08,9,0,1.51,LY,1710270280
219,port lincoln,-34.7333,135.8667,19.36,83,100,4.83,AU,1710270277
220,wailua homesteads,22.0669,-159.378,24.24,81,75,6.17,US,1710270260
221,cooper's town,26.8667,-77.5167,20.3,60,0,3.31,BS,1710270495
222,bielsk podlaski,52.7651,23.1865,3.35,97,100,3.86,PL,1710270495
223,whiteville,34.3388,-78.7031,22.83,28,0,3.6,US,1710270423
224,zhezqazghan,47.7833,67.7667,-9.74,88,13,3.92,KZ,1710270495
225,laramie,41.3114,-105.5911,7.75,43,0,8.75,US,1710270495
226,dudinka,69.4058,86.1778,-22.96,97,100,9.83,RU,1710270287
227,saint-francois,46.4154,3.9054,9.69,83,100,1.03,FR,1710270496
228,vogan,6.3333,1.5333,28.39,81,69,5.46,TG,1710270496
229,mendi,-6.1761,143.6513,14.63,96,100,1.36,PG,1710270496
230,bodo,67.28,14.405,-0.13,65,0,4.63,NO,1710270319
231,lebu,-37.6167,-73.65,16.65,81,39,4.12,CL,1710270286
232,mersa matruh,31.3525,27.2453,16.89,71,100,4.65,EG,1710270496
233,zinder,13.8072,8.9881,32.51,12,3,4.35,NE,1710270496
234,aasiaat,68.7098,-52.8699,-12.89,87,100,0.87,GL,1710270212
235,nemuro,43.3236,145.575,-1.86,84,100,12.66,JP,1710270296
236,termoli,41.9888,14.9895,11.54,75,20,4.13,IT,1710270497
237,puerto deseado,-47.7503,-65.8938,16.66,38,0,3.91,AR,1710270497
238,smithers,54.7804,-127.1743,3.18,75,75,2.06,CA,1710270273
239,san andres,12.5847,-81.7006,31.01,62,20,6.17,CO,1710270497
240,kapa'a,22.0752,-159.319,24.99,81,75,5.66,US,1710270257
241,salalah,17.0151,54.0924,28.05,78,75,2.06,OM,1710270351
242,iskateley,67.6803,53.1512,-2.21,95,100,10.28,RU,1710270264
243,mcalester,34.9334,-95.7697,20.31,60,0,7.2,US,1710270498
244,genthin,52.4,12.1667,10.14,87,90,2.88,DE,1710270498
245,kone,-21.0595,164.8658,25.08,92,100,1.96,NC,1710270278
246,fonte boa,-2.4959,-66.2662,28.14,86,91,1.75,BR,1710270472
247,las tablas,7.7667,-80.2833,33.99,99,100,6.8,PA,1710270498
248,estes park,40.3772,-105.5217,9.11,38,100,6.26,US,1710270291
249,delesti,46.7,27.55,6.18,96,100,5.51,RO,1710270498
250,tiquipaya,-17.3382,-66.2189,25.54,35,72,1.53,BO,1710270499
251,kissidougou,9.1848,-10.0999,28.94,51,99,2.37,GN,1710270267
252,raahe,64.6833,24.4833,-4.95,96,100,2.94,FI,1710270499
253,vilyuysk,63.7553,121.6247,-18.89,100,100,1.79,RU,1710270499
254,maceio,-9.6658,-35.7353,33.69,62,40,6.69,BR,1710270266
255,bredasdorp,-34.5322,20.0403,19.61,74,52,2.35,ZA,1710270260
256,vacaria,-28.5122,-50.9339,26.3,51,0,0.85,BR,1710270383
257,kirensk,57.7853,108.1119,-4.46,87,99,4.02,RU,1710270499
258,musan-up,42.2261,129.2078,-4.25,70,24,2.35,KP,1710270499
259,grodkow,50.6984,17.3845,8.3,94,100,2.18,PL,1710270499
260,pisco,-13.7,-76.2167,27.03,61,0,10.29,PE,1710270361
261,candelaria,13.9311,121.4233,23.26,93,100,2.44,PH,1710270500
262,luanda,-8.8368,13.2343,30.0,79,40,4.12,AO,1710270367
263,pahrump,36.2083,-115.9839,14.35,50,100,1.79,US,1710270299
264,piti village,13.4626,144.6933,27.03,90,75,2.57,GU,1710270500
265,al hasakah,36.5024,40.7477,14.39,45,11,2.55,SY,1710270500
266,saucillo,28.0167,-105.2833,25.29,13,6,7.19,MX,1710270500
267,fortuna,40.5982,-124.1573,12.59,92,100,0.89,US,1710270264
268,fountain hills,33.6117,-111.7174,23.77,23,0,2.57,US,1710270501
269,zarzis,33.504,11.1122,16.07,55,0,4.11,TN,1710270501
270,codrington,-38.2667,141.9667,14.43,86,100,6.31,AU,1710270270
271,cookeville,36.1628,-85.5016,19.88,28,0,2.06,US,1710269940
272,neya,58.2972,43.8681,-3.83,96,100,1.33,RU,1710270501
273,oum hadjer,13.2954,19.6966,33.35,10,98,4.33,TD,1710270501
274,dinguiraye,11.3,-10.7167,33.77,14,95,1.09,GN,1710270502
275,nyrob,60.733,56.7202,-19.24,100,98,0.61,RU,1710270502
276,xucheng,20.35,110.1288,19.14,86,50,5.97,CN,1710270502
277,yinzhu,35.8786,119.9753,4.33,50,100,2.44,CN,1710270502
278,alice town,25.7167,-79.3,22.54,61,73,3.96,BS,1710270502
279,ta`u,-14.2336,-169.5144,28.78,77,77,4.7,AS,1710270336
280,binbrook,43.121,-79.804,16.62,53,88,3.14,CA,1710270502
281,nigde,37.8333,34.75,5.06,70,0,3.1,TR,1710270503
282,waliso,8.5333,37.9833,18.57,52,13,2.15,ET,1710270503
283,presidente epitacio,-21.7633,-52.1156,37.42,28,55,1.48,BR,1710270319
284,petropavlovsk-kamchatsky,53.0452,158.6483,-13.67,92,0,6.71,RU,1710270246
285,lompoc,34.6391,-120.4579,19.45,63,100,4.63,US,1710270161
286,shalqar,47.8333,59.6,-6.5,74,17,6.57,KZ,1710270503
287,sanctuary point,-35.1114,150.629,22.4,83,100,2.7,AU,1710270503
288,conduaga,8.862,117.4893,24.74,88,99,3.95,PH,1710270357
289,colby,39.3958,-101.0524,19.03,25,0,7.72,US,1710270293
290,tierra nueva,21.6833,-100.5667,27.64,15,14,3.36,MX,1710270504
291,santa rosa de cabal,4.8681,-75.6214,28.58,55,40,2.57,CO,1710270504
292,carutapera,-1.195,-46.02,28.92,74,100,3.48,BR,1710270504
293,akureyri,65.6835,-18.0878,1.96,87,75,1.54,IS,1710270262
294,kyshtovka,56.555,76.6271,-16.48,99,70,2.24,RU,1710270504
295,tamanrasset,22.785,5.5228,24.95,13,0,2.57,DZ,1710270160
296,ilhabela,-23.7781,-45.3581,25.5,74,60,2.42,BR,1710270477
297,altamira,-3.2033,-52.2064,28.05,89,75,3.09,BR,1710270358
298,ambon,-3.6954,128.1814,30.49,95,40,3.09,ID,1710270505
299,longyearbyen,78.2186,15.6401,-11.09,73,75,7.72,SJ,1710270211
300,quellon,-43.1167,-73.6167,15.3,63,86,4.1,CL,1710270296
301,carnarvon,-24.8667,113.6333,25.69,78,54,7.16,AU,1710270277
302,grand falls-windsor,48.9332,-55.6649,1.95,93,100,2.24,CA,1710270330
303,fort bragg,35.139,-79.006,23.03,20,0,2.68,US,1710270143
304,pariaman,-0.619,100.12,23.03,85,81,1.44,ID,1710270505
305,kenitra,34.261,-6.5802,16.42,80,100,2.56,MA,1710270483
306,manicore,-5.8092,-61.3003,33.37,54,87,1.68,BR,1710270506
307,lanzhou,36.0564,103.7922,5.99,33,47,1.43,CN,1710270506
308,saipan,15.1355,145.701,26.39,83,40,3.6,MP,1710270264
309,betio village,1.358,172.9211,26.02,84,100,7.26,KI,1710270359
310,aleg,17.0481,-13.9209,31.9,9,99,4.91,MR,1710270506
311,peterhead,57.5058,-1.7981,6.22,95,100,10.35,GB,1710270506
312,krasnobrodskiy,54.1581,86.4486,-2.25,97,100,2.69,RU,1710270506
313,humaita,-7.5061,-63.0208,31.24,68,100,0.77,BR,1710270506
314,uturoa,-16.7333,-151.4333,28.78,76,51,4.25,PF,1710270266
315,nuuk,64.1835,-51.7216,-4.66,100,100,3.6,GL,1710270296
316,kingston,17.997,-76.7936,32.53,58,20,8.23,JM,1710270270
317,la rioja,42.25,-2.5,6.88,75,100,0.79,ES,1710270507
318,nova sintra,14.8667,-24.7167,19.85,76,51,6.04,CV,1710270350
319,hobyo,5.3505,48.5268,28.27,78,29,6.91,SO,1710270507
320,hadibu,12.65,54.0333,26.36,78,0,3.35,YE,1710270339
321,inhambane,-23.865,35.3833,25.24,93,100,14.58,MZ,1710270507
322,trevelin,-43.0858,-71.4639,15.12,48,20,5.21,AR,1710270508
323,bandarbeyla,9.4942,50.8122,26.87,76,15,4.92,SO,1710270508
324,porto novo,6.4965,2.6036,29.9,81,91,4.13,BJ,1710270362
325,nova vicosa,-17.8919,-39.3719,27.91,77,54,4.87,BR,1710270360
326,ulladulla,-35.35,150.4667,20.78,85,100,2.57,AU,1710270508
327,bandundu,-3.3167,17.3667,27.46,59,70,1.25,CD,1710270508
328,selfoss,63.9331,-20.9971,3.36,81,100,4.41,IS,1710270327
329,korhogo,9.45,-5.6333,33.81,33,100,1.85,CI,1710270509
330,taoudenni,22.6783,-3.9836,29.53,12,100,2.77,ML,1710270348
331,kralendijk,12.15,-68.2667,26.67,86,5,8.36,BQ,1710270417
332,illizi,26.4833,8.4667,23.89,20,74,3.82,DZ,1710270160
333,eureka,40.8021,-124.1637,13.29,85,98,6.71,US,1710270055
334,simpang,-1.2667,104.0833,24.97,93,100,0.82,ID,1710270509
335,san luis,-33.295,-66.3356,29.29,62,81,6.26,AR,1710270509
336,taulaga,-11.0553,-171.0883,29.09,77,25,3.91,AS,1710270509
337,tazacorte,28.629,-17.9293,20.54,75,20,2.06,ES,1710270509
338,sinop,41.7711,34.8709,11.27,54,100,2.94,TR,1710270266
339,zabol,32.25,67.25,5.54,82,100,0.48,AF,1710270510
340,taldykorgan,45.0156,78.3739,6.34,73,100,3.88,KZ,1710270510
341,puerto baquerizo moreno,-0.9,-89.6,26.55,94,100,2.06,EC,1710270314
342,pandan,14.0453,124.1694,24.72,84,54,3.59,PH,1710270349
343,juan griego,11.0817,-63.9655,29.18,66,53,8.04,VE,1710270510
344,tyukalinsk,55.8732,72.1967,-13.62,98,89,2.51,RU,1710270510
345,coahuayana de hidalgo,18.7,-103.6583,32.21,33,96,3.55,MX,1710270268
346,greymouth,-42.4667,171.2,14.28,97,100,2.2,NZ,1710270511
347,paragominas,-2.9667,-47.4833,27.01,90,100,2.21,BR,1710270286
348,reggane,26.7158,0.1714,25.94,16,100,3.97,DZ,1710270511
349,castillos,-34.1667,-53.8333,29.44,39,100,5.2,UY,1710270251
350,machico,32.7,-16.7667,18.89,92,75,9.77,PT,1710270511
351,nikolayevsk-on-amure,53.1406,140.73,-20.5,99,94,0.6,RU,1710270265
352,sodankyla,67.4167,26.6,-7.46,97,100,0.98,FI,1710270512
353,xining,36.6167,101.7667,0.83,44,3,0.29,CN,1710270234
354,corner brook,48.9667,-57.9484,1.09,97,100,6.33,CA,1710270270
355,bazarnyye mataki,54.8833,49.9333,-6.1,96,88,3.58,RU,1710270512
356,juneau,58.3019,-134.4197,4.0,89,100,7.72,US,1710270255
357,urangan,-25.3,152.9,25.14,73,57,9.31,AU,1710270512
358,kismayo,-0.3582,42.5454,28.05,75,16,6.87,SO,1710270322
359,hailar,49.2,119.7,-17.91,100,100,1.44,CN,1710270512
360,udachny,66.4167,112.4,-34.21,100,93,1.44,RU,1710270250
361,upper sandusky,40.8273,-83.2813,19.27,41,100,7.28,US,1710270512
362,santa ana,33.7456,-117.8678,18.77,67,75,4.63,US,1710270469
363,vorkuta,67.5,64.0,-12.97,94,100,11.78,RU,1710270269
364,carloforte,39.145,8.3058,13.06,71,5,8.26,IT,1710270513
365,boguchany,58.3814,97.4531,-16.75,100,100,0.89,RU,1710270513
366,kailua-kona,19.6406,-155.9956,25.89,78,40,3.6,US,1710270473
